2013-10-15 14:55:10 [INFO] [ForgeModLoader] Forge Mod Loader version 6.4.3.883 for Minecraft 1.6.4 loading
2013-10-15 14:55:10 [INFO] [ForgeModLoader] Java is Java HotSpot(TM) 64-Bit Server VM, version 1.7.0_21, running on Windows 8:amd64:6.2, installed at C:\Program Files\Java\jre7
2013-10-15 14:55:10 [FINE] [ForgeModLoader] Java classpath at launch is C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\minecraftforge\minecraftforge\9.11.0.883\minecraftforge-9.11.0.883.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\minecraft\launchwrapper\1.7\launchwrapper-1.7.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\ow2\asm\asm-all\4.1\asm-all-4.1.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\scala-lang\scala-library\2.10.2\scala-library-2.10.2.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\scala-lang\scala-compiler\2.10.2\scala-compiler-2.10.2.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\lzma\lzma\0.0.1\lzma-0.0.1.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\sf\jopt-simple\jopt-simple\4.5\jopt-simple-4.5.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\codecjorbis\20101023\codecjorbis-20101023.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\codecwav\20101023\codecwav-20101023.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\libraryjavasound\20101123\libraryjavasound-20101123.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\librarylwjglopenal\20100824\librarylwjglopenal-20100824.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\soundsystem\20120107\soundsystem-20120107.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\argo\argo\2.25_fixed\argo-2.25_fixed.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\bouncycastle\bcprov-jdk15on\1.47\bcprov-jdk15on-1.47.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\google\guava\guava\14.0\guava-14.0.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\apache\commons\commons-lang3\3.1\commons-lang3-3.1.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\commons-io\commons-io\2.4\commons-io-2.4.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\java\jinput\jinput\2.0.5\jinput-2.0.5.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\java\jutils\jutils\1.0.0\jutils-1.0.0.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\google\code\gson\gson\2.2.2\gson-2.2.2.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\lwjgl\lwjgl\lwjgl\2.9.0\lwjgl-2.9.0.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\lwjgl\lwjgl\lwjgl_util\2.9.0\lwjgl_util-2.9.0.jar;C:\Users\cédric\AppData\Roaming\.minecraft\versions\1.6.4-Forge9.11.0.883\1.6.4-Forge9.11.0.883.jar
2013-10-15 14:55:10 [FINE] [ForgeModLoader] Java library path at launch is C:\Users\cédric\AppData\Roaming\.minecraft\versions\1.6.4-Forge9.11.0.883\1.6.4-Forge9.11.0.883-natives-510312070840968
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Enabling runtime deobfuscation
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Instantiating coremod class FMLCorePlugin
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Loaded coremod FMLCorePlugin
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Instantiating coremod class FMLForgePlugin
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Loaded coremod FMLForgePlugin
2013-10-15 14:55:11 [FINE] [ForgeModLoader] All fundamental core mods are successfully located
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Discovering coremods
2013-10-15 14:55:11 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.AccessTransformer
2013-10-15 14:55:11 [INFO] [STDOUT] Loaded 40 rules from AccessTransformer config file fml_at.cfg
2013-10-15 14:55:11 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.MarkerTransformer
2013-10-15 14:55:11 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.SideTransformer
2013-10-15 14:55:11 [FINEST] [ForgeModLoader] Registering transformer net.minecraftforge.transformers.ForgeAccessTransformer
2013-10-15 14:55:11 [INFO] [STDOUT] Loaded 109 rules from AccessTransformer config file forge_at.cfg
2013-10-15 14:55:11 [FINEST] [ForgeModLoader] Registering transformer net.minecraftforge.transformers.EventTransformer
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Running coremod plugins
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Running coremod plugin FMLCorePlugin
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.ItemArmor.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.ItemBlock.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.ItemBow.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.ItemBucket.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.ItemBucketMilk.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.ItemDye.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.ItemEmptyMap.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.ItemFlintAndSteel.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.ItemHoe.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.ItemInWorldManager.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.ItemMap.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.ItemSeedFood.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.ItemSeeds.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.ItemShears.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.ItemStack.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.ItemTool.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.crafting.CraftingManager.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.crafting.FurnaceRecipes.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.item.crafting.RecipeFireworks.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.logging.LogAgent.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.nbt.CompressedStreamTools.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.nbt.NBTTagList.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.network.MemoryConnection.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.network.NetLoginHandler.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.network.NetServerHandler.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.network.NetworkListenThread.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.network.TcpConnection.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.network.packet.NetHandler.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.network.packet.Packet.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.network.packet.Packet1Login.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.network.packet.Packet51MapChunk.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.network.packet.Packet52MultiBlockChange.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.network.packet.Packet56MapChunks.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.potion.PotionEffect.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.server.MinecraftServer.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.server.ServerListenThread.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.server.dedicated.DedicatedServer.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.server.gui.StatsComponent.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.server.integrated.IntegratedServer.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.server.integrated.IntegratedServerListenThread.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.server.management.PlayerInstance.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.server.management.ServerConfigurationManager.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.stats.StatFileWriter.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.stats.StatList.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.tileentity.TileEntity.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.tileentity.TileEntityBeacon.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.tileentity.TileEntityBrewingStand.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.tileentity.TileEntityFurnace.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.util.CryptManager.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.util.MovingObjectPosition.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.util.ResourceLocation.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.util.StringTranslate.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.util.WeightedRandomChestContent.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.village.VillageCollection.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.ChunkCache.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.Explosion.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.IBlockAccess.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.SpawnerAnimals.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.World.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.WorldProvider.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.WorldServer.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.WorldType.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.biome.BiomeDecorator.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.biome.BiomeGenBase.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.biome.WorldChunkManager.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.chunk.Chunk.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.chunk.storage.AnvilChunkLoader.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.chunk.storage.AnvilSaveHandler.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.ChunkProviderEnd.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.ChunkProviderGenerate.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.ChunkProviderHell.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.ChunkProviderServer.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.MapGenCaves.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.MapGenRavine.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.feature.WorldGenBigMushroom.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.feature.WorldGenBigTree.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.feature.WorldGenDeadBush.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.feature.WorldGenDungeons.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.feature.WorldGenForest.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.feature.WorldGenHugeTrees.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.feature.WorldGenMinable.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.feature.WorldGenShrub.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.feature.WorldGenSwamp.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.feature.WorldGenTaiga1.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.feature.WorldGenTaiga2.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.feature.WorldGenTallGrass.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.feature.WorldGenTrees.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.layer.GenLayer.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.layer.GenLayerBiome.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.structure.ComponentMineshaftCorridor.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.structure.ComponentScatteredFeatureDesertPyramid.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.structure.ComponentScatteredFeatureJunglePyramid.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.structure.ComponentStrongholdChestCorridor.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.structure.ComponentStrongholdLibrary.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.structure.ComponentStrongholdRoomCrossing.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.structure.ComponentVillage.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.structure.ComponentVillageHouse2.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.structure.ComponentVillageStartPiece.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.structure.MapGenStronghold.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.structure.MapGenStructure.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.gen.structure.StructureVillagePieces.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.storage.MapData.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.storage.SaveHandler.binpatch
2013-10-15 14:55:12 [FINEST] [ForgeModLoader] Reading patch data from binpatch/client/net.minecraft.world.storage.WorldInfo.binpatch
2013-10-15 14:55:12 [FINE] [ForgeModLoader] Read 236 binary patches
2013-10-15 14:55:12 [FINE] [ForgeModLoader] Patch list :
	xj=[xj : xj => net.minecraft.item.ItemTool (true) size 2546]	
bkd=[bkd : bkd => net.minecraft.client.resources.LanguageManager (true) size 3250]	
xn=[xn : xn => net.minecraft.item.ItemEmptyMap (true) size 1467]	
xl=[xl : xl => net.minecraft.item.ItemDye (true) size 7289]	
xw=[xw : xw => net.minecraft.item.ItemFlintAndSteel (true) size 1193]	
aji=[aji : aji => net.minecraft.world.gen.structure.ComponentVillageHouse2 (true) size 4409]	
ajj=[ajj : ajj => net.minecraft.world.gen.structure.ComponentVillageStartPiece (true) size 1193]	
ww=[ww : ww => net.minecraft.creativetab.CreativeTabs (true) size 5562]	
ajm=[ajm : ajm => net.minecraft.world.gen.structure.ComponentVillage (true) size 5767]	
bjo=[bjo : bjo => net.minecraft.util.ResourceLocation (true) size 1521]	
aiy=[aiy : aiy => net.minecraft.world.gen.structure.StructureVillagePieces (true) size 5470]	
wh=[wh : wh => net.minecraft.item.ItemArmor (true) size 4113]	
wi=[wi : wi => net.minecraft.item.BehaviorDispenseArmor (true) size 1467]	
wj=[wj : wj => net.minecraft.item.EnumArmorMaterial (true) size 1903]	
wp=[wp : wp => net.minecraft.item.ItemBow (true) size 3902]	
wr=[wr : wr => net.minecraft.item.ItemBucket (true) size 3600]	
vw=[vw : vw => net.minecraft.inventory.SlotArmor (true) size 1083]	
biv=[biv : biv => net.minecraft.client.renderer.tileentity.TileEntityChestRenderer (true) size 3431]	
ain=[ain : ain => net.minecraft.world.gen.structure.MapGenStructure (true) size 5700]	
bik=[bik : bik => net.minecraft.client.renderer.texture.TextureMap (true) size 6282]	
bil=[bil : bil => net.minecraft.client.renderer.texture.TextureAtlasSprite (true) size 6104]	
big=[big : big => net.minecraft.client.renderer.texture.Stitcher (true) size 4303]	
wd=[wd : wd => net.minecraft.inventory.SlotCrafting (true) size 3028]	
we=[we : we => net.minecraft.inventory.Slot (true) size 2815]	
vm=[vm : vm => net.minecraft.inventory.ContainerEnchantment (true) size 4973]	
vh=[vh : vh => net.minecraft.inventory.SlotBrewingStandPotion (true) size 1088]	
ahw=[ahw : ahw => net.minecraft.world.gen.structure.ComponentStrongholdChestCorridor (true) size 3351]	
axm=[axm : axm => net.minecraft.client.gui.inventory.GuiContainerCreative (true) size 15123]	
vg=[vg : vg => net.minecraft.inventory.SlotBrewingStandIngredient (true) size 739]	
aif=[aif : aif => net.minecraft.world.gen.structure.ComponentStrongholdRoomCrossing (true) size 4150]	
vp=[vp : vp => net.minecraft.inventory.ContainerFurnace (true) size 2741]	
bma=[bma : bma => net.minecraft.client.renderer.OpenGlHelper (true) size 1411]	
vq=[vq : vq => net.minecraft.inventory.SlotFurnace (true) size 2057]	
aia=[aia : aia => net.minecraft.world.gen.structure.ComponentStrongholdLibrary (true) size 4382]	
ahm=[ahm : ahm => net.minecraft.world.gen.structure.ComponentScatteredFeatureJunglePyramid (true) size 6124]	
blt=[blt : blt => net.minecraft.client.gui.GuiMainMenu (true) size 13579]	
ahl=[ahl : ahl => net.minecraft.world.gen.structure.ComponentScatteredFeatureDesertPyramid (true) size 6695]	
awy=[awy : awy => net.minecraft.client.gui.inventory.GuiContainer (true) size 13715]	
blv=[blv : blv => net.minecraft.stats.StatFileWriter (true) size 6363]	
dn=[dn : dn => net.minecraft.network.packet.Packet52MultiBlockChange (true) size 2759]	
ahq=[ahq : ahq => net.minecraft.world.gen.structure.MapGenStronghold (true) size 4003]	
va=[va : va => net.minecraft.inventory.ContainerRepair (true) size 7549]	
bln=[bln : bln => net.minecraft.client.audio.SoundManager (true) size 11312]	
blc=[blc : blc => net.minecraft.server.integrated.IntegratedServerListenThread (true) size 2255]	
b=[b : b => net.minecraft.crash.CrashReport (true) size 6438]	
uf=[uf : uf => net.minecraft.entity.player.EntityPlayer (true) size 37385]	
ey=[ey : ey => net.minecraft.network.packet.Packet (true) size 7765]	
ez=[ez : ez => net.minecraft.network.packet.NetHandler (true) size 9724]	
bkz=[bkz : bkz => net.minecraft.server.integrated.IntegratedServer (true) size 6663]	
us=[us : us => net.minecraft.entity.item.EntityEnderPearl (true) size 2237]	
m=[m : m => net.minecraft.crash.CrashReportCategory (true) size 4654]	
j=[j : j => net.minecraft.crash.CallableSuspiciousClasses (true) size 3261]	
el=[el : el => net.minecraft.network.packet.Packet56MapChunks (true) size 4572]	
ej=[ej : ej => net.minecraft.network.packet.Packet51MapChunk (true) size 4590]	
agi=[agi : agi => net.minecraft.world.gen.structure.ComponentMineshaftCorridor (true) size 6198]	
ub=[ub : ub => net.minecraft.entity.passive.EntityVillager (true) size 16762]	
ep=[ep : ep => net.minecraft.network.packet.Packet1Login (true) size 2313]	
ud=[ud : ud => net.minecraft.entity.player.InventoryPlayer (true) size 9477]	
aoi=[aoi : aoi => net.minecraft.block.BlockFire (true) size 9397]	
aof=[aof : aof => net.minecraft.block.BlockFarmland (true) size 3785]	
ts=[ts : ts => net.minecraft.entity.monster.EntitySlime (true) size 5904]	
tg=[tg : tg => net.minecraft.entity.monster.EntityEnderman (true) size 9412]	
bv=[bv : bv => net.minecraft.util.StringTranslate (true) size 3038]	
anz=[anz : anz => net.minecraft.block.BlockDoor (true) size 6524]	
anp=[anp : anp => net.minecraft.block.BlockComparator (true) size 6119]	
sv=[sv : sv => net.minecraft.entity.item.EntityMinecartContainer (true) size 5210]	
ss=[ss : ss => net.minecraft.entity.item.EntityItem (true) size 8020]	
anm=[anm : anm => net.minecraft.block.BlockCocoa (true) size 5240]	
st=[st : st => net.minecraft.entity.item.EntityMinecart (true) size 20381]	
sy=[sy : sy => net.minecraft.entity.item.EntityMinecartEmpty (true) size 1152]	
anr=[anr : anr => net.minecraft.block.BlockCrops (true) size 4745]	
sw=[sw : sw => net.minecraft.entity.item.EntityMinecartFurnace (true) size 4071]	
sx=[sx : sx => net.minecraft.entity.item.EntityMinecartHopper (true) size 3390]	
ane=[ane : ane => net.minecraft.block.BlockFlower (true) size 3559]	
anf=[anf : anf => net.minecraft.block.BlockButton (true) size 6964]	
sk=[sk : sk => net.minecraft.entity.boss.EntityDragon (true) size 12819]	
ang=[ang : ang => net.minecraft.block.BlockCactus (true) size 4040]	
net.minecraft.client.ClientBrandRetriever=[net/minecraft/client/ClientBrandRetriever : net.minecraft.client.ClientBrandRetriever => net.minecraft.client.ClientBrandRetriever (true) size 593]	
sm=[sm : sm => net.minecraft.entity.boss.EntityWither (true) size 11081]	
ank=[ank : ank => net.minecraft.block.BlockChest (true) size 8957]	
sg=[sg : sg => net.minecraft.entity.boss.IBossDisplayData (true) size 182]	
rz=[rz : rz => net.minecraft.entity.passive.EntitySheep (true) size 7337]	
co=[co : co => net.minecraft.network.TcpConnection (true) size 8307]	
amy=[amy : amy => net.minecraft.block.BlockRailBase (true) size 4263]	
cn=[cn : cn => net.minecraft.network.MemoryConnection (true) size 3240]	
amz=[amz : amz => net.minecraft.block.BlockBaseRailLogic (true) size 5680]	
ci=[ci : ci => net.minecraft.nbt.CompressedStreamTools (true) size 3184]	
cg=[cg : cg => net.minecraft.nbt.NBTTagList (true) size 2942]	
rw=[rw : rw => net.minecraft.entity.passive.EntityMooshroom (true) size 2488]	
rx=[rx : rx => net.minecraft.entity.passive.EntityOcelot (true) size 6568]	
rm=[rm : rm => net.minecraft.village.VillageCollection (true) size 5751]	
als=[als : als => net.minecraft.world.storage.WorldInfo (true) size 9344]	
alq=[alq : alq => net.minecraft.world.storage.SaveHandler (true) size 5737]	
alm=[alm : alm => net.minecraft.world.chunk.storage.AnvilSaveHandler (true) size 1234]	
ali=[ali : ali => net.minecraft.world.storage.MapData (true) size 5496]	
qa=[qa : qa => net.minecraft.entity.ai.EntityAIAttackOnCollide (true) size 2784]	
akq=[akq : akq => net.minecraft.world.gen.layer.GenLayer (true) size 3731]	
aa=[aa : aa => net.minecraft.command.CommandHandler (true) size 4742]	
akj=[akj : akj => net.minecraft.world.gen.layer.GenLayerBiome (true) size 1122]	
aqv=[aqv : aqv => net.minecraft.block.BlockTallGrass (true) size 3823]	
nt=[nt : nt => net.minecraft.entity.EntityList (true) size 6113]	
bbo=[bbo : bbo => net.minecraft.client.model.ModelBase (true) size 1633]	
nn=[nn : nn => net.minecraft.entity.Entity (true) size 36819]	
aqq=[aqq : aqq => net.minecraft.block.BlockStem (true) size 6095]	
